id,customer_id,user_id,relationship_role,is_primary_contact,valid_from,valid_to
7d0a9ece-1d73-43ea-98e7-8bbe21e890ec:account_owner:user-7d0a9ece-1d73-43ea-98e7-8bbe21e890ec,7d0a9ece-1d73-43ea-98e7-8bbe21e890ec,user-7d0a9ece-1d73-43ea-98e7-8bbe21e890ec,account_owner,true,2024-08-01T00:00:00,
861181e6-5d97-48a8-bbe4-226caa976140:account_owner:user-861181e6-5d97-48a8-bbe4-226caa976140,861181e6-5d97-48a8-bbe4-226caa976140,user-861181e6-5d97-48a8-bbe4-226caa976140,account_owner,true,2024-08-01T00:00:00,
cc1816db-c3dd-4c16-8ea7-18fe313472b9:account_owner:user-cc1816db-c3dd-4c16-8ea7-18fe313472b9,cc1816db-c3dd-4c16-8ea7-18fe313472b9,user-cc1816db-c3dd-4c16-8ea7-18fe313472b9,account_owner,true,2024-08-01T00:00:00,
1bf35f99-4627-4c80-a5f8-0797538eaf54:account_owner:user-1bf35f99-4627-4c80-a5f8-0797538eaf54,1bf35f99-4627-4c80-a5f8-0797538eaf54,user-1bf35f99-4627-4c80-a5f8-0797538eaf54,account_owner,true,2024-08-01T00:00:00,
96f4e93c-c759-4fc7-b4a3-c8a153858bea:account_owner:user-96f4e93c-c759-4fc7-b4a3-c8a153858bea,96f4e93c-c759-4fc7-b4a3-c8a153858bea,user-96f4e93c-c759-4fc7-b4a3-c8a153858bea,account_owner,true,2024-08-01T00:00:00,
6faa20a4-1e8f-43a8-9a45-33ae5f675190:account_owner:user-6faa20a4-1e8f-43a8-9a45-33ae5f675190,6faa20a4-1e8f-43a8-9a45-33ae5f675190,user-6faa20a4-1e8f-43a8-9a45-33ae5f675190,account_owner,true,2024-08-01T00:00:00,
5bbca380-854e-47a4-ae5c-fd631650a115:account_owner:user-5bbca380-854e-47a4-ae5c-fd631650a115,5bbca380-854e-47a4-ae5c-fd631650a115,user-5bbca380-854e-47a4-ae5c-fd631650a115,account_owner,true,2024-08-01T00:00:00,
84ee8f13-e5a2-4988-8f65-daa65801c5d1:account_owner:user-84ee8f13-e5a2-4988-8f65-daa65801c5d1,84ee8f13-e5a2-4988-8f65-daa65801c5d1,user-84ee8f13-e5a2-4988-8f65-daa65801c5d1,account_owner,true,2024-08-01T00:00:00,
e4bced79-6e2c-4b22-a6d5-199ed87ca7ee:account_owner:user-e4bced79-6e2c-4b22-a6d5-199ed87ca7ee,e4bced79-6e2c-4b22-a6d5-199ed87ca7ee,user-e4bced79-6e2c-4b22-a6d5-199ed87ca7ee,account_owner,true,2024-08-01T00:00:00,
3f1fc492-e8ed-4840-97a0-a56592fdc1d9:account_owner:user-3f1fc492-e8ed-4840-97a0-a56592fdc1d9,3f1fc492-e8ed-4840-97a0-a56592fdc1d9,user-3f1fc492-e8ed-4840-97a0-a56592fdc1d9,account_owner,true,2024-08-01T00:00:00,
3483e39a-260f-4974-9366-50c2d833307f:account_owner:user-3483e39a-260f-4974-9366-50c2d833307f,3483e39a-260f-4974-9366-50c2d833307f,user-3483e39a-260f-4974-9366-50c2d833307f,account_owner,true,2024-08-01T00:00:00,
0b4a904c-b6d7-4355-b1ff-3744b3831112:account_owner:user-0b4a904c-b6d7-4355-b1ff-3744b3831112,0b4a904c-b6d7-4355-b1ff-3744b3831112,user-0b4a904c-b6d7-4355-b1ff-3744b3831112,account_owner,true,2024-08-01T00:00:00,
3c7a4cde-d92b-4d90-a731-9c0461ae8c90:account_owner:user-3c7a4cde-d92b-4d90-a731-9c0461ae8c90,3c7a4cde-d92b-4d90-a731-9c0461ae8c90,user-3c7a4cde-d92b-4d90-a731-9c0461ae8c90,account_owner,true,2024-08-01T00:00:00,
9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb:account_owner:user-9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,user-9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,account_owner,true,2024-08-01T00:00:00,
bbe9e834-7071-42d6-8970-aa7301b72ec2:account_owner:user-bbe9e834-7071-42d6-8970-aa7301b72ec2,bbe9e834-7071-42d6-8970-aa7301b72ec2,user-bbe9e834-7071-42d6-8970-aa7301b72ec2,account_owner,true,2024-08-01T00:00:00,
a311b0c8-1b63-4405-8097-09a984512389:account_owner:user-a311b0c8-1b63-4405-8097-09a984512389,a311b0c8-1b63-4405-8097-09a984512389,user-a311b0c8-1b63-4405-8097-09a984512389,account_owner,true,2024-08-01T00:00:00,
24ea0325-a7d6-4388-b86c-7b51e5805b26:account_owner:user-24ea0325-a7d6-4388-b86c-7b51e5805b26,24ea0325-a7d6-4388-b86c-7b51e5805b26,user-24ea0325-a7d6-4388-b86c-7b51e5805b26,account_owner,true,2024-08-01T00:00:00,
d6de888a-0aee-4f77-a7d4-daba8f0da415:account_owner:user-d6de888a-0aee-4f77-a7d4-daba8f0da415,d6de888a-0aee-4f77-a7d4-daba8f0da415,user-d6de888a-0aee-4f77-a7d4-daba8f0da415,account_owner,true,2024-08-01T00:00:00,
3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b:account_owner:user-3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,user-3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,account_owner,true,2024-08-01T00:00:00,
5ed25035-4723-4154-823d-a8c8b4c02e51:account_owner:user-5ed25035-4723-4154-823d-a8c8b4c02e51,5ed25035-4723-4154-823d-a8c8b4c02e51,user-5ed25035-4723-4154-823d-a8c8b4c02e51,account_owner,true,2024-08-01T00:00:00,
531465bc-638f-4adb-9b47-cf0c1dc55550:account_owner:user-531465bc-638f-4adb-9b47-cf0c1dc55550,531465bc-638f-4adb-9b47-cf0c1dc55550,user-531465bc-638f-4adb-9b47-cf0c1dc55550,account_owner,true,2024-08-01T00:00:00,
d47a83f3-a765-4a20-b40c-e0993cf00e4f:account_owner:user-d47a83f3-a765-4a20-b40c-e0993cf00e4f,d47a83f3-a765-4a20-b40c-e0993cf00e4f,user-d47a83f3-a765-4a20-b40c-e0993cf00e4f,account_owner,true,2024-08-01T00:00:00,
4b8b181e-668e-45d4-a8e3-7180a41cf064:account_owner:user-4b8b181e-668e-45d4-a8e3-7180a41cf064,4b8b181e-668e-45d4-a8e3-7180a41cf064,user-4b8b181e-668e-45d4-a8e3-7180a41cf064,account_owner,true,2024-08-01T00:00:00,
6d91807a-84e4-47c1-8e47-925d52e0dd48:account_owner:user-6d91807a-84e4-47c1-8e47-925d52e0dd48,6d91807a-84e4-47c1-8e47-925d52e0dd48,user-6d91807a-84e4-47c1-8e47-925d52e0dd48,account_owner,true,2024-08-01T00:00:00,
848485f0-198f-4efa-8335-707db71a7434:account_owner:user-848485f0-198f-4efa-8335-707db71a7434,848485f0-198f-4efa-8335-707db71a7434,user-848485f0-198f-4efa-8335-707db71a7434,account_owner,true,2024-08-01T00:00:00,
90b6264d-1278-47c8-a418-6498aac365ba:account_owner:user-90b6264d-1278-47c8-a418-6498aac365ba,90b6264d-1278-47c8-a418-6498aac365ba,user-90b6264d-1278-47c8-a418-6498aac365ba,account_owner,true,2024-08-01T00:00:00,
18b69140-479d-44b6-8369-04a49414f975:account_owner:user-18b69140-479d-44b6-8369-04a49414f975,18b69140-479d-44b6-8369-04a49414f975,user-18b69140-479d-44b6-8369-04a49414f975,account_owner,true,2024-08-01T00:00:00,
4dc2aa9c-8633-4861-b795-5b285cf76a1f:account_owner:user-4dc2aa9c-8633-4861-b795-5b285cf76a1f,4dc2aa9c-8633-4861-b795-5b285cf76a1f,user-4dc2aa9c-8633-4861-b795-5b285cf76a1f,account_owner,true,2024-08-01T00:00:00,
1076f00e-5dd1-41d1-b2a5-0c59e18a5310:account_owner:user-1076f00e-5dd1-41d1-b2a5-0c59e18a5310,1076f00e-5dd1-41d1-b2a5-0c59e18a5310,user-1076f00e-5dd1-41d1-b2a5-0c59e18a5310,account_owner,true,2024-08-01T00:00:00,
9bac4be0-d703-4f1d-a088-1bdb362d3246:account_owner:user-9bac4be0-d703-4f1d-a088-1bdb362d3246,9bac4be0-d703-4f1d-a088-1bdb362d3246,user-9bac4be0-d703-4f1d-a088-1bdb362d3246,account_owner,true,2024-08-01T00:00:00,
0872893c-bf01-4853-b91f-a1cc0263fedf:account_owner:user-0872893c-bf01-4853-b91f-a1cc0263fedf,0872893c-bf01-4853-b91f-a1cc0263fedf,user-0872893c-bf01-4853-b91f-a1cc0263fedf,account_owner,true,2024-08-01T00:00:00,
f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab:account_owner:user-f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,user-f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,account_owner,true,2024-08-01T00:00:00,
1435b563-f156-4cd8-9f3d-6224260e26a4:account_owner:user-1435b563-f156-4cd8-9f3d-6224260e26a4,1435b563-f156-4cd8-9f3d-6224260e26a4,user-1435b563-f156-4cd8-9f3d-6224260e26a4,account_owner,true,2024-08-01T00:00:00,
fdd86eaf-7a5b-4598-9a08-6f4f207743bb:account_owner:user-fdd86eaf-7a5b-4598-9a08-6f4f207743bb,fdd86eaf-7a5b-4598-9a08-6f4f207743bb,user-fdd86eaf-7a5b-4598-9a08-6f4f207743bb,account_owner,true,2024-08-01T00:00:00,
b4413ac0-2fc9-4c91-b188-71c109d9be8f:account_owner:user-b4413ac0-2fc9-4c91-b188-71c109d9be8f,b4413ac0-2fc9-4c91-b188-71c109d9be8f,user-b4413ac0-2fc9-4c91-b188-71c109d9be8f,account_owner,true,2024-08-01T00:00:00,
2dbed2c3-1c68-4b90-a343-39b51de57b45:account_owner:user-2dbed2c3-1c68-4b90-a343-39b51de57b45,2dbed2c3-1c68-4b90-a343-39b51de57b45,user-2dbed2c3-1c68-4b90-a343-39b51de57b45,account_owner,true,2024-08-01T00:00:00,
b0da7a9b-77d7-407d-8506-51705503fa05:account_owner:user-b0da7a9b-77d7-407d-8506-51705503fa05,b0da7a9b-77d7-407d-8506-51705503fa05,user-b0da7a9b-77d7-407d-8506-51705503fa05,account_owner,true,2024-08-01T00:00:00,
c5dde410-2c70-486e-bb0d-974b2798825b:account_owner:user-c5dde410-2c70-486e-bb0d-974b2798825b,c5dde410-2c70-486e-bb0d-974b2798825b,user-c5dde410-2c70-486e-bb0d-974b2798825b,account_owner,true,2024-08-01T00:00:00,
5d59a09d-7696-4e1b-a171-abe3b79fff2d:account_owner:user-5d59a09d-7696-4e1b-a171-abe3b79fff2d,5d59a09d-7696-4e1b-a171-abe3b79fff2d,user-5d59a09d-7696-4e1b-a171-abe3b79fff2d,account_owner,true,2024-08-01T00:00:00,
ddd9ed38-6351-4568-b08c-8f6c92cb84a8:account_owner:user-ddd9ed38-6351-4568-b08c-8f6c92cb84a8,ddd9ed38-6351-4568-b08c-8f6c92cb84a8,user-ddd9ed38-6351-4568-b08c-8f6c92cb84a8,account_owner,true,2024-08-01T00:00:00,
9368e74c-0581-4d77-9358-94e415a80423:account_owner:user-9368e74c-0581-4d77-9358-94e415a80423,9368e74c-0581-4d77-9358-94e415a80423,user-9368e74c-0581-4d77-9358-94e415a80423,account_owner,true,2024-08-01T00:00:00,
2609004e-90a8-450e-98f3-5ebc16841cd5:account_owner:user-2609004e-90a8-450e-98f3-5ebc16841cd5,2609004e-90a8-450e-98f3-5ebc16841cd5,user-2609004e-90a8-450e-98f3-5ebc16841cd5,account_owner,true,2024-08-01T00:00:00,
3870073a-f764-4a2b-bc64-18e4569bf784:account_owner:user-3870073a-f764-4a2b-bc64-18e4569bf784,3870073a-f764-4a2b-bc64-18e4569bf784,user-3870073a-f764-4a2b-bc64-18e4569bf784,account_owner,true,2024-08-01T00:00:00,
710200a9-2c6c-4f21-b3f1-3ed6aa684fa2:account_owner:user-710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,user-710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,account_owner,true,2024-08-01T00:00:00,
43217606-3354-4bb8-b967-c358331d8375:account_owner:user-43217606-3354-4bb8-b967-c358331d8375,43217606-3354-4bb8-b967-c358331d8375,user-43217606-3354-4bb8-b967-c358331d8375,account_owner,true,2024-08-01T00:00:00,
a7cebb21-0f26-4834-8a09-e3269b21a77b:account_owner:user-a7cebb21-0f26-4834-8a09-e3269b21a77b,a7cebb21-0f26-4834-8a09-e3269b21a77b,user-a7cebb21-0f26-4834-8a09-e3269b21a77b,account_owner,true,2024-08-01T00:00:00,
05fae288-07c2-4e99-a945-fa3fbfa123ed:account_owner:user-05fae288-07c2-4e99-a945-fa3fbfa123ed,05fae288-07c2-4e99-a945-fa3fbfa123ed,user-05fae288-07c2-4e99-a945-fa3fbfa123ed,account_owner,true,2024-08-01T00:00:00,
d9464bcd-0a19-4058-8fc1-bea843e6c339:account_owner:user-d9464bcd-0a19-4058-8fc1-bea843e6c339,d9464bcd-0a19-4058-8fc1-bea843e6c339,user-d9464bcd-0a19-4058-8fc1-bea843e6c339,account_owner,true,2024-08-01T00:00:00,
847d46dd-9721-4351-8bef-5c2292b57d6f:account_owner:user-847d46dd-9721-4351-8bef-5c2292b57d6f,847d46dd-9721-4351-8bef-5c2292b57d6f,user-847d46dd-9721-4351-8bef-5c2292b57d6f,account_owner,true,2024-08-01T00:00:00,
1c4a9464-3e0e-45d2-9ca2-87c36b03f80b:account_owner:user-1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,user-1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,account_owner,true,2024-08-01T00:00:00,
5a589b0f-69ac-4256-aea8-df379845f417:account_owner:user-5a589b0f-69ac-4256-aea8-df379845f417,5a589b0f-69ac-4256-aea8-df379845f417,user-5a589b0f-69ac-4256-aea8-df379845f417,account_owner,true,2024-08-01T00:00:00,
47e4f30d-f965-45df-8474-93d5aeaf7cb2:account_owner:user-47e4f30d-f965-45df-8474-93d5aeaf7cb2,47e4f30d-f965-45df-8474-93d5aeaf7cb2,user-47e4f30d-f965-45df-8474-93d5aeaf7cb2,account_owner,true,2024-08-01T00:00:00,
0688ed48-bbd7-41d6-b5ef-c2cd771f72c2:account_owner:user-0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,user-0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,account_owner,true,2024-08-01T00:00:00,
28447ab4-5e16-465e-acd1-7fcacd2d97e2:account_owner:user-28447ab4-5e16-465e-acd1-7fcacd2d97e2,28447ab4-5e16-465e-acd1-7fcacd2d97e2,user-28447ab4-5e16-465e-acd1-7fcacd2d97e2,account_owner,true,2024-08-01T00:00:00,
d82c6a2f-7e02-40de-81c3-c42ef14d8460:account_owner:user-d82c6a2f-7e02-40de-81c3-c42ef14d8460,d82c6a2f-7e02-40de-81c3-c42ef14d8460,user-d82c6a2f-7e02-40de-81c3-c42ef14d8460,account_owner,true,2024-08-01T00:00:00,
013b644d-5645-44bd-8ca3-d7d254b2ba18:account_owner:user-013b644d-5645-44bd-8ca3-d7d254b2ba18,013b644d-5645-44bd-8ca3-d7d254b2ba18,user-013b644d-5645-44bd-8ca3-d7d254b2ba18,account_owner,true,2024-08-01T00:00:00,
66983396-cb40-4613-8d6d-306b8f9ca5c4:account_owner:user-66983396-cb40-4613-8d6d-306b8f9ca5c4,66983396-cb40-4613-8d6d-306b8f9ca5c4,user-66983396-cb40-4613-8d6d-306b8f9ca5c4,account_owner,true,2024-08-01T00:00:00,
23c5eb35-05e9-4347-8854-ee86ec27393e:account_owner:user-23c5eb35-05e9-4347-8854-ee86ec27393e,23c5eb35-05e9-4347-8854-ee86ec27393e,user-23c5eb35-05e9-4347-8854-ee86ec27393e,account_owner,true,2024-08-01T00:00:00,
a57c96be-0b7a-41c6-bd9a-9330e20c497a:account_owner:user-a57c96be-0b7a-41c6-bd9a-9330e20c497a,a57c96be-0b7a-41c6-bd9a-9330e20c497a,user-a57c96be-0b7a-41c6-bd9a-9330e20c497a,account_owner,true,2024-08-01T00:00:00,
f3feb7f9-9069-4fd7-be91-3800d1307935:account_owner:user-f3feb7f9-9069-4fd7-be91-3800d1307935,f3feb7f9-9069-4fd7-be91-3800d1307935,user-f3feb7f9-9069-4fd7-be91-3800d1307935,account_owner,true,2024-08-01T00:00:00,
967d3e2d-8b15-4f43-a6b5-d1dd3934707d:account_owner:user-967d3e2d-8b15-4f43-a6b5-d1dd3934707d,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,user-967d3e2d-8b15-4f43-a6b5-d1dd3934707d,account_owner,true,2024-08-01T00:00:00,
0d2974c5-d4de-4163-bf27-73d86a77b048:account_owner:user-0d2974c5-d4de-4163-bf27-73d86a77b048,0d2974c5-d4de-4163-bf27-73d86a77b048,user-0d2974c5-d4de-4163-bf27-73d86a77b048,account_owner,true,2024-08-01T00:00:00,
dc634429-12c2-417d-b460-f3ed4903d539:account_owner:user-dc634429-12c2-417d-b460-f3ed4903d539,dc634429-12c2-417d-b460-f3ed4903d539,user-dc634429-12c2-417d-b460-f3ed4903d539,account_owner,true,2024-08-01T00:00:00,
2bdeb3b7-a894-4fcf-8218-e41167bc557e:account_owner:user-2bdeb3b7-a894-4fcf-8218-e41167bc557e,2bdeb3b7-a894-4fcf-8218-e41167bc557e,user-2bdeb3b7-a894-4fcf-8218-e41167bc557e,account_owner,true,2024-08-01T00:00:00,
84f816bd-12e2-4633-a419-fc80705977e6:account_owner:user-84f816bd-12e2-4633-a419-fc80705977e6,84f816bd-12e2-4633-a419-fc80705977e6,user-84f816bd-12e2-4633-a419-fc80705977e6,account_owner,true,2024-08-01T00:00:00,
0bb6fcf3-0741-4179-af46-d26c45b77171:account_owner:user-0bb6fcf3-0741-4179-af46-d26c45b77171,0bb6fcf3-0741-4179-af46-d26c45b77171,user-0bb6fcf3-0741-4179-af46-d26c45b77171,account_owner,true,2024-08-01T00:00:00,
827eed18-8ab1-4e5d-ab00-5d8ac9bb168b:account_owner:user-827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,user-827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,account_owner,true,2024-08-01T00:00:00,
9db0e79f-fdea-4290-ba7b-114141f33d1f:account_owner:user-9db0e79f-fdea-4290-ba7b-114141f33d1f,9db0e79f-fdea-4290-ba7b-114141f33d1f,user-9db0e79f-fdea-4290-ba7b-114141f33d1f,account_owner,true,2024-08-01T00:00:00,
2a2c365a-ac9d-4106-a494-678e09ae412c:account_owner:user-2a2c365a-ac9d-4106-a494-678e09ae412c,2a2c365a-ac9d-4106-a494-678e09ae412c,user-2a2c365a-ac9d-4106-a494-678e09ae412c,account_owner,true,2024-08-01T00:00:00,
a970776b-59ce-47ec-9e77-946229a8be45:account_owner:user-a970776b-59ce-47ec-9e77-946229a8be45,a970776b-59ce-47ec-9e77-946229a8be45,user-a970776b-59ce-47ec-9e77-946229a8be45,account_owner,true,2024-08-01T00:00:00,
fd788ea1-7f9f-477b-b5fa-9a64962eb7f0:account_owner:user-fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,user-fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,account_owner,true,2024-08-01T00:00:00,
132425e2-d22d-43aa-a372-e3d9bfd77f8c:account_owner:user-132425e2-d22d-43aa-a372-e3d9bfd77f8c,132425e2-d22d-43aa-a372-e3d9bfd77f8c,user-132425e2-d22d-43aa-a372-e3d9bfd77f8c,account_owner,true,2024-08-01T00:00:00,
cee4269a-3771-43d9-adc4-762ba3bc1782:account_owner:user-cee4269a-3771-43d9-adc4-762ba3bc1782,cee4269a-3771-43d9-adc4-762ba3bc1782,user-cee4269a-3771-43d9-adc4-762ba3bc1782,account_owner,true,2024-08-01T00:00:00,
58491188-36e5-4fb3-ab3b-514e78a270a6:account_owner:user-58491188-36e5-4fb3-ab3b-514e78a270a6,58491188-36e5-4fb3-ab3b-514e78a270a6,user-58491188-36e5-4fb3-ab3b-514e78a270a6,account_owner,true,2024-08-01T00:00:00,
5fccc95a-c30f-4525-a4a6-43861baae99a:account_owner:user-5fccc95a-c30f-4525-a4a6-43861baae99a,5fccc95a-c30f-4525-a4a6-43861baae99a,user-5fccc95a-c30f-4525-a4a6-43861baae99a,account_owner,true,2024-08-01T00:00:00,
b27a07f1-ddf4-4134-9f7d-1b1ac869b110:account_owner:user-b27a07f1-ddf4-4134-9f7d-1b1ac869b110,b27a07f1-ddf4-4134-9f7d-1b1ac869b110,user-b27a07f1-ddf4-4134-9f7d-1b1ac869b110,account_owner,true,2024-08-01T00:00:00,
16e8d4f8-2451-446f-a254-3bc68e40621b:account_owner:user-16e8d4f8-2451-446f-a254-3bc68e40621b,16e8d4f8-2451-446f-a254-3bc68e40621b,user-16e8d4f8-2451-446f-a254-3bc68e40621b,account_owner,true,2024-08-01T00:00:00,
2a0095cd-099e-45f3-a8ed-241dbe5cde18:account_owner:user-2a0095cd-099e-45f3-a8ed-241dbe5cde18,2a0095cd-099e-45f3-a8ed-241dbe5cde18,user-2a0095cd-099e-45f3-a8ed-241dbe5cde18,account_owner,true,2024-08-01T00:00:00,
bbfdba43-2871-4e95-84d9-e2ff45960e7d:account_owner:user-bbfdba43-2871-4e95-84d9-e2ff45960e7d,bbfdba43-2871-4e95-84d9-e2ff45960e7d,user-bbfdba43-2871-4e95-84d9-e2ff45960e7d,account_owner,true,2024-08-01T00:00:00,
2030e11b-f809-402e-8a1e-00aa3cb751da:account_owner:user-2030e11b-f809-402e-8a1e-00aa3cb751da,2030e11b-f809-402e-8a1e-00aa3cb751da,user-2030e11b-f809-402e-8a1e-00aa3cb751da,account_owner,true,2024-08-01T00:00:00,
c90ea8ef-05ef-4528-bb65-06a8180093d8:account_owner:user-c90ea8ef-05ef-4528-bb65-06a8180093d8,c90ea8ef-05ef-4528-bb65-06a8180093d8,user-c90ea8ef-05ef-4528-bb65-06a8180093d8,account_owner,true,2024-08-01T00:00:00,
9d37a85b-84b4-486d-b852-fd896a50fbf6:account_owner:user-9d37a85b-84b4-486d-b852-fd896a50fbf6,9d37a85b-84b4-486d-b852-fd896a50fbf6,user-9d37a85b-84b4-486d-b852-fd896a50fbf6,account_owner,true,2024-08-01T00:00:00,
92bac428-565b-4fba-a911-e9f3dc3c5ad8:account_owner:user-92bac428-565b-4fba-a911-e9f3dc3c5ad8,92bac428-565b-4fba-a911-e9f3dc3c5ad8,user-92bac428-565b-4fba-a911-e9f3dc3c5ad8,account_owner,true,2024-08-01T00:00:00,
9aaa8391-995f-4006-8413-c590098fc46a:account_owner:user-9aaa8391-995f-4006-8413-c590098fc46a,9aaa8391-995f-4006-8413-c590098fc46a,user-9aaa8391-995f-4006-8413-c590098fc46a,account_owner,true,2024-08-01T00:00:00,
bacd6bed-844e-4650-8181-7f73dd1352e2:account_owner:user-bacd6bed-844e-4650-8181-7f73dd1352e2,bacd6bed-844e-4650-8181-7f73dd1352e2,user-bacd6bed-844e-4650-8181-7f73dd1352e2,account_owner,true,2024-08-01T00:00:00,
9eac28b8-2264-4e48-9c2c-b3f7384bc20a:account_owner:user-9eac28b8-2264-4e48-9c2c-b3f7384bc20a,9eac28b8-2264-4e48-9c2c-b3f7384bc20a,user-9eac28b8-2264-4e48-9c2c-b3f7384bc20a,account_owner,true,2024-08-01T00:00:00,
83967256-31c2-4fcb-a61d-2378ac6f1ad6:account_owner:user-83967256-31c2-4fcb-a61d-2378ac6f1ad6,83967256-31c2-4fcb-a61d-2378ac6f1ad6,user-83967256-31c2-4fcb-a61d-2378ac6f1ad6,account_owner,true,2024-08-01T00:00:00,
3d2423f0-cecf-4060-b105-96b04f2ea442:account_owner:user-3d2423f0-cecf-4060-b105-96b04f2ea442,3d2423f0-cecf-4060-b105-96b04f2ea442,user-3d2423f0-cecf-4060-b105-96b04f2ea442,account_owner,true,2024-08-01T00:00:00,
ce73a9b8-27f8-4c9f-941c-4b99a646fb32:account_owner:user-ce73a9b8-27f8-4c9f-941c-4b99a646fb32,ce73a9b8-27f8-4c9f-941c-4b99a646fb32,user-ce73a9b8-27f8-4c9f-941c-4b99a646fb32,account_owner,true,2024-08-01T00:00:00,
76acc7d2-0fca-4530-89dd-39889b4f3bb3:account_owner:user-76acc7d2-0fca-4530-89dd-39889b4f3bb3,76acc7d2-0fca-4530-89dd-39889b4f3bb3,user-76acc7d2-0fca-4530-89dd-39889b4f3bb3,account_owner,true,2024-08-01T00:00:00,
