id,customer_id,address_id,address_usage,is_default_address,valid_from,valid_to
90b6264d-1278-47c8-a418-6498aac365ba:shipping:addr-90b6264d-1278-47c8-a418-6498aac365ba,90b6264d-1278-47c8-a418-6498aac365ba,addr-90b6264d-1278-47c8-a418-6498aac365ba,shipping,true,2024-08-01T00:00:00,
18b69140-479d-44b6-8369-04a49414f975:shipping:addr-18b69140-479d-44b6-8369-04a49414f975,18b69140-479d-44b6-8369-04a49414f975,addr-18b69140-479d-44b6-8369-04a49414f975,shipping,true,2024-08-01T00:00:00,
4dc2aa9c-8633-4861-b795-5b285cf76a1f:shipping:addr-4dc2aa9c-8633-4861-b795-5b285cf76a1f,4dc2aa9c-8633-4861-b795-5b285cf76a1f,addr-4dc2aa9c-8633-4861-b795-5b285cf76a1f,shipping,true,2024-08-01T00:00:00,
1076f00e-5dd1-41d1-b2a5-0c59e18a5310:shipping:addr-1076f00e-5dd1-41d1-b2a5-0c59e18a5310,1076f00e-5dd1-41d1-b2a5-0c59e18a5310,addr-1076f00e-5dd1-41d1-b2a5-0c59e18a5310,shipping,true,2024-08-01T00:00:00,
9bac4be0-d703-4f1d-a088-1bdb362d3246:shipping:addr-9bac4be0-d703-4f1d-a088-1bdb362d3246,9bac4be0-d703-4f1d-a088-1bdb362d3246,addr-9bac4be0-d703-4f1d-a088-1bdb362d3246,shipping,true,2024-08-01T00:00:00,
0872893c-bf01-4853-b91f-a1cc0263fedf:shipping:addr-0872893c-bf01-4853-b91f-a1cc0263fedf,0872893c-bf01-4853-b91f-a1cc0263fedf,addr-0872893c-bf01-4853-b91f-a1cc0263fedf,shipping,true,2024-08-01T00:00:00,
f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab:shipping:addr-f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,addr-f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,shipping,true,2024-08-01T00:00:00,
1435b563-f156-4cd8-9f3d-6224260e26a4:shipping:addr-1435b563-f156-4cd8-9f3d-6224260e26a4,1435b563-f156-4cd8-9f3d-6224260e26a4,addr-1435b563-f156-4cd8-9f3d-6224260e26a4,shipping,true,2024-08-01T00:00:00,
fdd86eaf-7a5b-4598-9a08-6f4f207743bb:shipping:addr-fdd86eaf-7a5b-4598-9a08-6f4f207743bb,fdd86eaf-7a5b-4598-9a08-6f4f207743bb,addr-fdd86eaf-7a5b-4598-9a08-6f4f207743bb,shipping,true,2024-08-01T00:00:00,
b4413ac0-2fc9-4c91-b188-71c109d9be8f:shipping:addr-b4413ac0-2fc9-4c91-b188-71c109d9be8f,b4413ac0-2fc9-4c91-b188-71c109d9be8f,addr-b4413ac0-2fc9-4c91-b188-71c109d9be8f,shipping,true,2024-08-01T00:00:00,
2dbed2c3-1c68-4b90-a343-39b51de57b45:shipping:addr-2dbed2c3-1c68-4b90-a343-39b51de57b45,2dbed2c3-1c68-4b90-a343-39b51de57b45,addr-2dbed2c3-1c68-4b90-a343-39b51de57b45,shipping,true,2024-08-01T00:00:00,
b0da7a9b-77d7-407d-8506-51705503fa05:shipping:addr-b0da7a9b-77d7-407d-8506-51705503fa05,b0da7a9b-77d7-407d-8506-51705503fa05,addr-b0da7a9b-77d7-407d-8506-51705503fa05,shipping,true,2024-08-01T00:00:00,
c5dde410-2c70-486e-bb0d-974b2798825b:shipping:addr-c5dde410-2c70-486e-bb0d-974b2798825b,c5dde410-2c70-486e-bb0d-974b2798825b,addr-c5dde410-2c70-486e-bb0d-974b2798825b,shipping,true,2024-08-01T00:00:00,
5d59a09d-7696-4e1b-a171-abe3b79fff2d:shipping:addr-5d59a09d-7696-4e1b-a171-abe3b79fff2d,5d59a09d-7696-4e1b-a171-abe3b79fff2d,addr-5d59a09d-7696-4e1b-a171-abe3b79fff2d,shipping,true,2024-08-01T00:00:00,
ddd9ed38-6351-4568-b08c-8f6c92cb84a8:shipping:addr-ddd9ed38-6351-4568-b08c-8f6c92cb84a8,ddd9ed38-6351-4568-b08c-8f6c92cb84a8,addr-ddd9ed38-6351-4568-b08c-8f6c92cb84a8,shipping,true,2024-08-01T00:00:00,
9368e74c-0581-4d77-9358-94e415a80423:shipping:addr-9368e74c-0581-4d77-9358-94e415a80423,9368e74c-0581-4d77-9358-94e415a80423,addr-9368e74c-0581-4d77-9358-94e415a80423,shipping,true,2024-08-01T00:00:00,
2609004e-90a8-450e-98f3-5ebc16841cd5:shipping:addr-2609004e-90a8-450e-98f3-5ebc16841cd5,2609004e-90a8-450e-98f3-5ebc16841cd5,addr-2609004e-90a8-450e-98f3-5ebc16841cd5,shipping,true,2024-08-01T00:00:00,
3870073a-f764-4a2b-bc64-18e4569bf784:shipping:addr-3870073a-f764-4a2b-bc64-18e4569bf784,3870073a-f764-4a2b-bc64-18e4569bf784,addr-3870073a-f764-4a2b-bc64-18e4569bf784,shipping,true,2024-08-01T00:00:00,
710200a9-2c6c-4f21-b3f1-3ed6aa684fa2:shipping:addr-710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,addr-710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,shipping,true,2024-08-01T00:00:00,
43217606-3354-4bb8-b967-c358331d8375:shipping:addr-43217606-3354-4bb8-b967-c358331d8375,43217606-3354-4bb8-b967-c358331d8375,addr-43217606-3354-4bb8-b967-c358331d8375,shipping,true,2024-08-01T00:00:00,
a7cebb21-0f26-4834-8a09-e3269b21a77b:shipping:addr-a7cebb21-0f26-4834-8a09-e3269b21a77b,a7cebb21-0f26-4834-8a09-e3269b21a77b,addr-a7cebb21-0f26-4834-8a09-e3269b21a77b,shipping,true,2024-08-01T00:00:00,
05fae288-07c2-4e99-a945-fa3fbfa123ed:shipping:addr-05fae288-07c2-4e99-a945-fa3fbfa123ed,05fae288-07c2-4e99-a945-fa3fbfa123ed,addr-05fae288-07c2-4e99-a945-fa3fbfa123ed,shipping,true,2024-08-01T00:00:00,
d9464bcd-0a19-4058-8fc1-bea843e6c339:shipping:addr-d9464bcd-0a19-4058-8fc1-bea843e6c339,d9464bcd-0a19-4058-8fc1-bea843e6c339,addr-d9464bcd-0a19-4058-8fc1-bea843e6c339,shipping,true,2024-08-01T00:00:00,
847d46dd-9721-4351-8bef-5c2292b57d6f:shipping:addr-847d46dd-9721-4351-8bef-5c2292b57d6f,847d46dd-9721-4351-8bef-5c2292b57d6f,addr-847d46dd-9721-4351-8bef-5c2292b57d6f,shipping,true,2024-08-01T00:00:00,
1c4a9464-3e0e-45d2-9ca2-87c36b03f80b:shipping:addr-1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,addr-1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,shipping,true,2024-08-01T00:00:00,
5a589b0f-69ac-4256-aea8-df379845f417:shipping:addr-5a589b0f-69ac-4256-aea8-df379845f417,5a589b0f-69ac-4256-aea8-df379845f417,addr-5a589b0f-69ac-4256-aea8-df379845f417,shipping,true,2024-08-01T00:00:00,
47e4f30d-f965-45df-8474-93d5aeaf7cb2:shipping:addr-47e4f30d-f965-45df-8474-93d5aeaf7cb2,47e4f30d-f965-45df-8474-93d5aeaf7cb2,addr-47e4f30d-f965-45df-8474-93d5aeaf7cb2,shipping,true,2024-08-01T00:00:00,
0688ed48-bbd7-41d6-b5ef-c2cd771f72c2:shipping:addr-0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,addr-0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,shipping,true,2024-08-01T00:00:00,
28447ab4-5e16-465e-acd1-7fcacd2d97e2:shipping:addr-28447ab4-5e16-465e-acd1-7fcacd2d97e2,28447ab4-5e16-465e-acd1-7fcacd2d97e2,addr-28447ab4-5e16-465e-acd1-7fcacd2d97e2,shipping,true,2024-08-01T00:00:00,
d82c6a2f-7e02-40de-81c3-c42ef14d8460:shipping:addr-d82c6a2f-7e02-40de-81c3-c42ef14d8460,d82c6a2f-7e02-40de-81c3-c42ef14d8460,addr-d82c6a2f-7e02-40de-81c3-c42ef14d8460,shipping,true,2024-08-01T00:00:00,
013b644d-5645-44bd-8ca3-d7d254b2ba18:shipping:addr-013b644d-5645-44bd-8ca3-d7d254b2ba18,013b644d-5645-44bd-8ca3-d7d254b2ba18,addr-013b644d-5645-44bd-8ca3-d7d254b2ba18,shipping,true,2024-08-01T00:00:00,
66983396-cb40-4613-8d6d-306b8f9ca5c4:shipping:addr-66983396-cb40-4613-8d6d-306b8f9ca5c4,66983396-cb40-4613-8d6d-306b8f9ca5c4,addr-66983396-cb40-4613-8d6d-306b8f9ca5c4,shipping,true,2024-08-01T00:00:00,
23c5eb35-05e9-4347-8854-ee86ec27393e:shipping:addr-23c5eb35-05e9-4347-8854-ee86ec27393e,23c5eb35-05e9-4347-8854-ee86ec27393e,addr-23c5eb35-05e9-4347-8854-ee86ec27393e,shipping,true,2024-08-01T00:00:00,
a57c96be-0b7a-41c6-bd9a-9330e20c497a:shipping:addr-a57c96be-0b7a-41c6-bd9a-9330e20c497a,a57c96be-0b7a-41c6-bd9a-9330e20c497a,addr-a57c96be-0b7a-41c6-bd9a-9330e20c497a,shipping,true,2024-08-01T00:00:00,
f3feb7f9-9069-4fd7-be91-3800d1307935:shipping:addr-f3feb7f9-9069-4fd7-be91-3800d1307935,f3feb7f9-9069-4fd7-be91-3800d1307935,addr-f3feb7f9-9069-4fd7-be91-3800d1307935,shipping,true,2024-08-01T00:00:00,
967d3e2d-8b15-4f43-a6b5-d1dd3934707d:shipping:addr-967d3e2d-8b15-4f43-a6b5-d1dd3934707d,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,addr-967d3e2d-8b15-4f43-a6b5-d1dd3934707d,shipping,true,2024-08-01T00:00:00,
0d2974c5-d4de-4163-bf27-73d86a77b048:shipping:addr-0d2974c5-d4de-4163-bf27-73d86a77b048,0d2974c5-d4de-4163-bf27-73d86a77b048,addr-0d2974c5-d4de-4163-bf27-73d86a77b048,shipping,true,2024-08-01T00:00:00,
dc634429-12c2-417d-b460-f3ed4903d539:shipping:addr-dc634429-12c2-417d-b460-f3ed4903d539,dc634429-12c2-417d-b460-f3ed4903d539,addr-dc634429-12c2-417d-b460-f3ed4903d539,shipping,true,2024-08-01T00:00:00,
2bdeb3b7-a894-4fcf-8218-e41167bc557e:shipping:addr-2bdeb3b7-a894-4fcf-8218-e41167bc557e,2bdeb3b7-a894-4fcf-8218-e41167bc557e,addr-2bdeb3b7-a894-4fcf-8218-e41167bc557e,shipping,true,2024-08-01T00:00:00,
84f816bd-12e2-4633-a419-fc80705977e6:shipping:addr-84f816bd-12e2-4633-a419-fc80705977e6,84f816bd-12e2-4633-a419-fc80705977e6,addr-84f816bd-12e2-4633-a419-fc80705977e6,shipping,true,2024-08-01T00:00:00,
0bb6fcf3-0741-4179-af46-d26c45b77171:shipping:addr-0bb6fcf3-0741-4179-af46-d26c45b77171,0bb6fcf3-0741-4179-af46-d26c45b77171,addr-0bb6fcf3-0741-4179-af46-d26c45b77171,shipping,true,2024-08-01T00:00:00,
827eed18-8ab1-4e5d-ab00-5d8ac9bb168b:shipping:addr-827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,addr-827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,shipping,true,2024-08-01T00:00:00,
9db0e79f-fdea-4290-ba7b-114141f33d1f:shipping:addr-9db0e79f-fdea-4290-ba7b-114141f33d1f,9db0e79f-fdea-4290-ba7b-114141f33d1f,addr-9db0e79f-fdea-4290-ba7b-114141f33d1f,shipping,true,2024-08-01T00:00:00,
2a2c365a-ac9d-4106-a494-678e09ae412c:shipping:addr-2a2c365a-ac9d-4106-a494-678e09ae412c,2a2c365a-ac9d-4106-a494-678e09ae412c,addr-2a2c365a-ac9d-4106-a494-678e09ae412c,shipping,true,2024-08-01T00:00:00,
a970776b-59ce-47ec-9e77-946229a8be45:shipping:addr-a970776b-59ce-47ec-9e77-946229a8be45,a970776b-59ce-47ec-9e77-946229a8be45,addr-a970776b-59ce-47ec-9e77-946229a8be45,shipping,true,2024-08-01T00:00:00,
fd788ea1-7f9f-477b-b5fa-9a64962eb7f0:shipping:addr-fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,addr-fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,shipping,true,2024-08-01T00:00:00,
132425e2-d22d-43aa-a372-e3d9bfd77f8c:shipping:addr-132425e2-d22d-43aa-a372-e3d9bfd77f8c,132425e2-d22d-43aa-a372-e3d9bfd77f8c,addr-132425e2-d22d-43aa-a372-e3d9bfd77f8c,shipping,true,2024-08-01T00:00:00,
cee4269a-3771-43d9-adc4-762ba3bc1782:shipping:addr-cee4269a-3771-43d9-adc4-762ba3bc1782,cee4269a-3771-43d9-adc4-762ba3bc1782,addr-cee4269a-3771-43d9-adc4-762ba3bc1782,shipping,true,2024-08-01T00:00:00,
58491188-36e5-4fb3-ab3b-514e78a270a6:shipping:addr-58491188-36e5-4fb3-ab3b-514e78a270a6,58491188-36e5-4fb3-ab3b-514e78a270a6,addr-58491188-36e5-4fb3-ab3b-514e78a270a6,shipping,true,2024-08-01T00:00:00,
5fccc95a-c30f-4525-a4a6-43861baae99a:shipping:addr-5fccc95a-c30f-4525-a4a6-43861baae99a,5fccc95a-c30f-4525-a4a6-43861baae99a,addr-5fccc95a-c30f-4525-a4a6-43861baae99a,shipping,true,2024-08-01T00:00:00,
b27a07f1-ddf4-4134-9f7d-1b1ac869b110:shipping:addr-b27a07f1-ddf4-4134-9f7d-1b1ac869b110,b27a07f1-ddf4-4134-9f7d-1b1ac869b110,addr-b27a07f1-ddf4-4134-9f7d-1b1ac869b110,shipping,true,2024-08-01T00:00:00,
16e8d4f8-2451-446f-a254-3bc68e40621b:shipping:addr-16e8d4f8-2451-446f-a254-3bc68e40621b,16e8d4f8-2451-446f-a254-3bc68e40621b,addr-16e8d4f8-2451-446f-a254-3bc68e40621b,shipping,true,2024-08-01T00:00:00,
2a0095cd-099e-45f3-a8ed-241dbe5cde18:shipping:addr-2a0095cd-099e-45f3-a8ed-241dbe5cde18,2a0095cd-099e-45f3-a8ed-241dbe5cde18,addr-2a0095cd-099e-45f3-a8ed-241dbe5cde18,shipping,true,2024-08-01T00:00:00,
bbfdba43-2871-4e95-84d9-e2ff45960e7d:shipping:addr-bbfdba43-2871-4e95-84d9-e2ff45960e7d,bbfdba43-2871-4e95-84d9-e2ff45960e7d,addr-bbfdba43-2871-4e95-84d9-e2ff45960e7d,shipping,true,2024-08-01T00:00:00,
2030e11b-f809-402e-8a1e-00aa3cb751da:shipping:addr-2030e11b-f809-402e-8a1e-00aa3cb751da,2030e11b-f809-402e-8a1e-00aa3cb751da,addr-2030e11b-f809-402e-8a1e-00aa3cb751da,shipping,true,2024-08-01T00:00:00,
c90ea8ef-05ef-4528-bb65-06a8180093d8:shipping:addr-c90ea8ef-05ef-4528-bb65-06a8180093d8,c90ea8ef-05ef-4528-bb65-06a8180093d8,addr-c90ea8ef-05ef-4528-bb65-06a8180093d8,shipping,true,2024-08-01T00:00:00,
9d37a85b-84b4-486d-b852-fd896a50fbf6:shipping:addr-9d37a85b-84b4-486d-b852-fd896a50fbf6,9d37a85b-84b4-486d-b852-fd896a50fbf6,addr-9d37a85b-84b4-486d-b852-fd896a50fbf6,shipping,true,2024-08-01T00:00:00,
92bac428-565b-4fba-a911-e9f3dc3c5ad8:shipping:addr-92bac428-565b-4fba-a911-e9f3dc3c5ad8,92bac428-565b-4fba-a911-e9f3dc3c5ad8,addr-92bac428-565b-4fba-a911-e9f3dc3c5ad8,shipping,true,2024-08-01T00:00:00,
9aaa8391-995f-4006-8413-c590098fc46a:shipping:addr-9aaa8391-995f-4006-8413-c590098fc46a,9aaa8391-995f-4006-8413-c590098fc46a,addr-9aaa8391-995f-4006-8413-c590098fc46a,shipping,true,2024-08-01T00:00:00,
bacd6bed-844e-4650-8181-7f73dd1352e2:shipping:addr-bacd6bed-844e-4650-8181-7f73dd1352e2,bacd6bed-844e-4650-8181-7f73dd1352e2,addr-bacd6bed-844e-4650-8181-7f73dd1352e2,shipping,true,2024-08-01T00:00:00,
9eac28b8-2264-4e48-9c2c-b3f7384bc20a:shipping:addr-9eac28b8-2264-4e48-9c2c-b3f7384bc20a,9eac28b8-2264-4e48-9c2c-b3f7384bc20a,addr-9eac28b8-2264-4e48-9c2c-b3f7384bc20a,shipping,true,2024-08-01T00:00:00,
83967256-31c2-4fcb-a61d-2378ac6f1ad6:shipping:addr-83967256-31c2-4fcb-a61d-2378ac6f1ad6,83967256-31c2-4fcb-a61d-2378ac6f1ad6,addr-83967256-31c2-4fcb-a61d-2378ac6f1ad6,shipping,true,2024-08-01T00:00:00,
3d2423f0-cecf-4060-b105-96b04f2ea442:shipping:addr-3d2423f0-cecf-4060-b105-96b04f2ea442,3d2423f0-cecf-4060-b105-96b04f2ea442,addr-3d2423f0-cecf-4060-b105-96b04f2ea442,shipping,true,2024-08-01T00:00:00,
ce73a9b8-27f8-4c9f-941c-4b99a646fb32:shipping:addr-ce73a9b8-27f8-4c9f-941c-4b99a646fb32,ce73a9b8-27f8-4c9f-941c-4b99a646fb32,addr-ce73a9b8-27f8-4c9f-941c-4b99a646fb32,shipping,true,2024-08-01T00:00:00,
76acc7d2-0fca-4530-89dd-39889b4f3bb3:shipping:addr-76acc7d2-0fca-4530-89dd-39889b4f3bb3,76acc7d2-0fca-4530-89dd-39889b4f3bb3,addr-76acc7d2-0fca-4530-89dd-39889b4f3bb3,shipping,true,2024-08-01T00:00:00,
